"","cause_name","sex","ageGroup","yld_nm_mean","yld_nm_upper","yld_nm_lower","yld_rt_mean","yld_rt_upper","yld_rt_lower","yll_nm_mean","yll_nm_upper","yll_nm_lower","yll_rt_mean","yll_rt_upper","yll_rt_lower"
"886","Epilepsy","Female","65+",9319.91,12852.875,6302.23,81.4116,113.7685,53.55285,3410,5649.79,1811.2485,26.88545,46.6761,13.671005
"887","Epilepsy","Male","00-14",11439.95,16462.72,7587.155,68.2252,99.4315,44.33725,1870.44,3472.99,872.068,13.29374,25.1004,6.08948
"888","Epilepsy","Male","15-24",10685.3,15443.85,6713.965,98.8229,142.8515,62.0948,2974.57,5507.37,1365.343,27.46185,50.84535,12.60285
"889","Epilepsy","Male","25-44",9841.56,14196.425,6327.6,94.4103,136.18225,60.6944,3718.385,6741.6525,1814.95,35.685775,64.67425,17.429325
"890","Epilepsy","Male","45-64",8894.0075,12893.275,5683.03,90.15895,130.625,57.650375,3214.3225,6055.105,1545.88375,32.0262,60.373775,15.3462
"891","Epilepsy","Male","65+",7515.63,10376.975,5191.01,87.52345,122.0145,59.47755,3681.465,6660.315,1944.7135,39.3482,72.2291,20.08425
"892","Esophageal cancer","Female","15-24",0.0059772,0,0,5.8442e-05,0,0,11.16753,51.8941,0.8420405,0.10857565,0.504969,0.00817088
"893","Esophageal cancer","Female","25-44",3.1330691,43.196675,0,0.030587284,0.417342,0,483.219,1554.5875,101.6627025,4.70279525,15.1060675,0.99230175
"894","Esophageal cancer","Female","45-64",63.305,356.4265,0,0.654125,3.57406,0,6932.995,14529.24,2918.2675,70.299725,146.258875,29.9280975
"895","Esophageal cancer","Female","65+",244.27455,633.686,23.1104,1.920615,5.562035,0.140093,13735.03,22163.6,8144.8,122.241,210.5885,68.71465
"896","Esophageal cancer","Male","15-24",0.37976295,0,0,0.0034873865,0,0,72.5954,153.9198,24.9384,0.6675895,1.4165955,0.22910265
"897","Esophageal cancer","Male","25-44",12.19052,120.2688,0,0.11752555,1.1671555,0,2673.08925,5172.78975,1241.94425,25.8123675,49.999915,11.9749775
"898","Esophageal cancer","Male","45-64",235.60625,749.36825,6.524575,2.564007,7.96543,0.076668,31819.625,50690.95,17643.955,340.95975,542.57375,188.396375
"899","Esophageal cancer","Male","65+",580.2945,1185.5415,176.34145,6.51796,14.08795,1.6440635,43733.25,61166.35,25071.8,529.3985,756.8275,298.7845
"900","Exposure to mechanical forces","Female","00-14",101.5125,239.48425,24.5126,0.554742,1.388519,0.124607,2428.11,4734.87,1051.104,19.165225,37.63265,8.022355
"901","Exposure to mechanical forces","Female","15-24",270.091,541.6105,90.4844,2.6248,5.264925,0.878794,1100.2615,2678.895,460.449,10.69819,26.0602,4.476145
"902","Exposure to mechanical forces","Female","25-44",446.1825,796.22875,197.15575,4.4091,7.86836,1.9482775,1105.6945,2480.5175,478.93725,10.913935,24.500925,4.7295675
"903","Exposure to mechanical forces","Female","45-64",429.837,774.993,193.2085,4.1052725,7.42245,1.832385,1062.54475,2244.4975,346.633,10.30749,21.630925,3.31906
"904","Exposure to mechanical forces","Female","65+",255.1955,449.166,108.53365,2.37843,4.29675,0.9431175,1429.871,2633.27,366.194,12.0797,23.14205,2.88816
"905","Exposure to mechanical forces","Male","00-14",313.47085,625.9095,123.3815,1.6306435,3.400985,0.599395,6389.62,13323.25,3001.63,43.60755,90.0752,19.7531
"906","Exposure to mechanical forces","Male","15-24",1174.026,1928.77,604.4695,10.83935,17.81165,5.579385,13116.55,34903.65,5526.995,121.2095,322.548,51.06775
"907","Exposure to mechanical forces","Male","25-44",2155.4,3449.4025,1219.285,20.737725,33.17035,11.73235,10265.9675,24016.925,4727.905,98.30555,229.5905,45.25315
"908","Exposure to mechanical forces","Male","45-64",2086.7425,3337.5475,1139.27425,20.979625,33.5796,11.4262875,9334.2775,20244,4019.8275,93.856975,202.34975,40.079375
"909","Exposure to mechanical forces","Male","65+",1145.293,1952.005,602.728,14.1294,24.1113,7.422925,5756.91,9846.855,2224.77,68.964,122.988,25.02385
"910","Falls","Female","00-14",2736.457,4428.025,1558.8645,15.2621,25.13965,8.387715,1573.653,2715.365,914.944,13.00585,22.67138,7.624975
"911","Falls","Female","15-24",4049.79,6135.43,2465.71,39.3765,59.6612,23.9721,1239.33,2179.905,638.026,12.0471,21.19065,6.202565
"912","Falls","Female","25-44",10395.76,15500.01,6666.255,102.50425,152.878875,65.7371,2107.3725,3511.9925,1179.70075,20.756525,34.59625,11.62236
"913","Falls","Female","45-64",30534.45,44201.625,20398.8,304.8935,441.272,203.9285,7802.5525,13296.7225,3293.475,78.77435,134.67375,32.81205
"914","Falls","Female","65+",104347.9,147258.75,71092.15,793.559,1121.2465,541.2665,57556.45,85545.1,27082.085,403.187,609.0005,182.8053
"915","Falls","Male","00-14",4413.71,6861.65,2574.499,23.287875,36.9374,13.245445,3132.44,5193.815,1837.935,24.40605,40.47965,14.32913
"916","Falls","Male","15-24",7847.69,11949.85,4930.755,72.50735,110.4176,45.5512,7333.365,12028.39,3882.59,67.6756,111.0189,35.8227
"917","Falls","Male","25-44",19666.475,29221,12863.155,189.681,281.81425,124.085125,9871.6225,15614.725,5531.545,94.8046,149.9295,53.1509
"918","Falls","Male","45-64",48934.55,70851.45,32648.825,510.3485,737.99275,340.579,18760.075,29279.45,8794.0575,194.02025,303.319,89.976275
"919","Falls","Male","65+",89704.4,126519.9,60224.75,973.5935,1375.14,653.752,52184.5,75473,23748.47,529.04,770.5205,234.2105
"920","Female infertility","Female","15-24",243.585,580.118,85.1489,2.35764,5.6149,0.824148,0,0,0,0,0,0
"921","Female infertility","Female","25-44",446.741,995.6065,158.173,4.40691,9.8193875,1.5602525,0,0,0,0,0,0
"922","Fire, heat and hot substances","Female","00-14",543.8485,1465.638,154.9002,3.019065,8.26286,0.816015,10464.04,22001.3,5316.955,83.2895,178.89565,41.68565
"923","Fire, heat and hot substances","Female","15-24",684.5365,1717.875,213.9425,6.65646,16.7065,2.079685,2657.86,4897.885,1316.315,25.84135,47.61615,12.80215
"924","Fire, heat and hot substances","Female","25-44",1221.616,2750.845,501.62425,12.0645625,27.1789,4.953815,2610.2625,4889.7675,1307.97,25.747425,48.233825,12.900975
"925","Fire, heat and hot substances","Female","45-64",1700.1625,3460.185,794.39425,16.495725,33.485925,7.709385,3512.5675,6292.8225,1730.87,34.398375,61.58205,16.9778
"926","Fire, heat and hot substances","Female","65+",1697.725,3087.17,897.952,15.3277,28.40065,7.966035,6693.98,10980.8,4112.415,54.2788,90.49485,32.0786
"927","Fire, heat and hot substances","Male","00-14",910.6625,2496.887,269.96035,4.837335,13.722575,1.369339,13224.685,27403.2,6626.8,102.8529,218.90855,49.74565
"928","Fire, heat and hot substances","Male","15-24",1188.995,2845.56,415.6535,10.988615,26.30575,3.8396,4493.625,8857.27,2091.23,41.4965,81.7802,19.31255
"929","Fire, heat and hot substances","Male","25-44",2078.3975,4394.305,882.745,20.014975,42.293075,8.508015,4990.465,9849.8275,2438.5875,47.82455,94.431175,23.369175
"930","Fire, heat and hot substances","Male","45-64",2726.215,5216.1925,1308.0825,27.71215,52.95445,13.352075,6375.5875,11874.925,3259.2375,64.92145,120.98875,33.224475
"931","Fire, heat and hot substances","Male","65+",2236.055,3925.315,1160.734,26.60215,47.0644,13.62135,6751.82,11204,4285.185,76.1007,128.2615,46.2257
"932","Fungal skin diseases","Female","00-14",2472.639,5810.42,725.42,14.471075,34.3161,4.21121,0,0,0,0,0,0
"933","Fungal skin diseases","Female","15-24",1501.485,3603.42,440.9055,14.6202,35.0855,4.292755,0,0,0,0,0,0
"934","Fungal skin diseases","Female","25-44",1706.6125,4092.235,526.93625,16.855425,40.406125,5.2062375,0,0,0,0,0,0
"935","Fungal skin diseases","Female","45-64",2961.3775,6974.65,902.74275,29.20295,68.721475,8.888845,0,0,0,0,0,0
"936","Fungal skin diseases","Female","65+",3899.925,9072.455,1161.857,35.01925,81.5125,10.36798,0,0,0,0,0,0
"937","Fungal skin diseases","Male","00-14",3050.24,7277.89,899.415,17.16052,41.44315,5.04976,0,0,0,0,0,0
"938","Fungal skin diseases","Male","15-24",1806.69,4310.04,544.1505,16.7367,39.9277,5.04014,0,0,0,0,0,0
"939","Fungal skin diseases","Male","25-44",1938.51,4461.4425,580.815,18.6485,42.914725,5.5865425,0,0,0,0,0,0
"940","Fungal skin diseases","Male","45-64",3083.2225,7063.6825,936.4315,31.907125,73.123325,9.704655,0,0,0,0,0,0
"941","Fungal skin diseases","Male","65+",3217.12,7350.515,984.253,38.1461,87.37665,11.6841,0,0,0,0,0,0
"942","G6PD deficiency","Female","00-14",3137.785,5184.59,1176.815,25.3091,42.06605,8.470495,102.9639,245.6025,32.02745,0.748735,1.834265,0.218074
"943","G6PD deficiency","Female","15-24",800.6205,1385.95,406.199,7.783535,13.4746,3.94843,80.8273,179.2475,26.81335,0.7859625,1.74273,0.2609125
"944","G6PD deficiency","Female","25-44",665.69075,1180.5505,318.0505,6.590405,11.6811275,3.14763,100.6649,196.83675,43.399025,0.99470775,1.94325,0.429336
"945","G6PD deficiency","Female","45-64",358.33125,725.82575,126.074475,3.4474975,7.0292625,1.201796,103.02495,197.98775,42.944875,0.99973575,1.933845,0.40991725
"946","G6PD deficiency","Female","65+",318.694,734.0495,103.3509,2.773445,6.38735,0.824188,263.51325,400.2355,164.7375,1.99882,3.155685,1.1755425
"947","G6PD deficiency","Male","00-14",384.9375,986.3995,67.001,2.387815,6.59506,0.3593195,199.476,461.7105,62.60575,1.40369,3.32916,0.403333
"948","G6PD deficiency","Male","15-24",134.2365,346.8265,8.39343,1.24287,3.20985,0.0779695,192.6155,412.0535,67.5247,1.77971,3.806145,0.6243705
"949","G6PD deficiency","Male","25-44",79.431475,268.506,1.330365,0.761691,2.577385,0.01276985,196.16575,389.012,83.48045,1.8795875,3.721475,0.80060375
"950","G6PD deficiency","Male","45-64",114.918625,327.004,4.63122,1.19374125,3.36998,0.05079395,190.36025,369.3675,79.07265,1.931115,3.7594175,0.79154775
"951","G6PD deficiency","Male","65+",134.6558,296.8385,38.30166,1.525925,3.50462,0.3590645,352.2225,586.534,211.5221,3.70002,6.28209,2.1311
"952","Gall bladder and bile duct disease","Female","00-14",89.5058,249.0661,0,0.4908915,1.4918885,0,233.03,671.6675,71.61835,1.747475,4.93757,0.511432
"953","Gall bladder and bile duct disease","Female","15-24",329.8345,684.101,82.84745,3.205045,6.648665,0.804419,215.6515,503.478,74.8928,2.094445,4.891705,0.726754
"954","Gall bladder and bile duct disease","Female","25-44",735.60325,1318.6975,319.4875,7.2629175,13.0249275,3.1516425,528.3005,1141.925,203.9965,5.2090275,11.2655725,2.0111025
"955","Gall bladder and bile duct disease","Female","45-64",1296.7025,2199.7525,680.3945,12.73845,21.594225,6.6927975,1828.61,3679.755,774.14125,18.46725,36.92755,7.8374625
"956","Gall bladder and bile duct disease","Female","65+",2505.685,3756.61,1582.076,20.28245,31.08315,12.552135,9281.41,15324.52,5182.45,68.12985,115.0764,36.84355
"957","Gall bladder and bile duct disease","Male","00-14",36.625145,144.74845,0,0.19359985,0.8456695,0,185.2395,459.4065,69.4434,1.3370245,3.19601,0.5007905
"958","Gall bladder and bile duct disease","Male","15-24",97.6022,297.5805,0,0.9008585,2.74844,0,174.669,374.151,68.01355,1.612945,3.455865,0.6279165
"959","Gall bladder and bile duct disease","Male","25-44",310.25825,641.70075,67.329075,2.992345,6.18461,0.654466,574.5505,1209.7595,224.41675,5.536685,11.6510325,2.16329
"960","Gall bladder and bile duct disease","Male","45-64",669.1475,1185.495,284.2175,6.968515,12.278395,2.995495,2164.4525,4087.5625,986.48375,23.091925,43.441425,10.580535
"961","Gall bladder and bile duct disease","Male","65+",1063.944,1622.282,633.694,11.7982,18.34685,6.726735,8613.3,13102.41,5242.985,88.83645,139.118,52.42875
"962","Gallbladder and biliary tract cancer","Female","15-24",0.105277,0,0,0.001018965,0,0,51.133775,281.578,2.62451465,0.4952457,2.726762,0.025405605
"963","Gallbladder and biliary tract cancer","Female","25-44",7.33067875,104.86765,0,0.0720492375,1.0301085,0,805.835,2844.25975,102.680335,7.9080775,27.97606,0.99932575
"964","Gallbladder and biliary tract cancer","Female","45-64",78.8466,409.52075,0,0.8088705,4.09529,0,5419.8875,10889.645,2438.935,54.86305,110.049575,24.771955
"965","Gallbladder and biliary tract cancer","Female","65+",437.5755,1049.405,83.0325,3.327855,8.59978,0.503335,13398.12,25034.1,7227.065,114.359,212.819,60.92905
"966","Gallbladder and biliary tract cancer","Male","15-24",0.20060375,0,0,0.001843593,0,0,34.27045,140.15265,1.468796,0.315621,1.2907155,0.013521195
"967","Gallbladder and biliary tract cancer","Male","25-44",6.977575,69.087425,0,0.067330425,0.66253875,0,646.49825,2242.8625,109.7468875,6.2416825,21.61935,1.060399425
"968","Gallbladder and biliary tract cancer","Male","45-64",73.18105,386.6095,0,0.80249725,4.0817625,0,3944.025,7739.2025,1928.196,42.468775,82.634025,21.1405725
"969","Gallbladder and biliary tract cancer","Male","65+",340.6625,814.586,82.876,3.55556,9.06656,0.720605,9672.14,16515.835,5736.085,107.61285,185.3465,62.8208
"970","Gastritis and duodenitis","Female","00-14",229.97365,696.403,19.41175,1.292481,4.012045,0.0986775,18.68175,46.57575,7.39412,0.1305405,0.3156755,0.0535305
"971","Gastritis and duodenitis","Female","15-24",2338.86,3748.125,1281.565,22.76105,36.4751,12.4742,19.586,46.86995,6.61566,0.1902275,0.455367,0.0642179
"972","Gastritis and duodenitis","Female","25-44",3007.9675,4709.4625,1697.4975,29.680875,46.473625,16.74865,92.30975,200.4565,39.182175,0.91045625,1.975425,0.386594
"973","Gastritis and duodenitis","Female","45-64",1410.698,2542.216,706.676925,12.7765325,23.40479,6.2620635,228.37275,472.937,104.146975,2.2663375,4.7036075,1.03254025
"974","Gastritis and duodenitis","Female","65+",763.1655,2090.361,166.1573,6.036545,16.69645,1.195264,875.5885,1832.848,424.06155,6.323205,13.377395,2.97168
"975","Gastritis and duodenitis","Male","00-14",178.2534,569.318,0,0.9607265,3.18218,0,24.3268,44.82525,12.369875,0.1604555,0.301793,0.08007305
"976","Gastritis and duodenitis","Male","15-24",2071.37,3283.885,1149.5025,19.18045,30.4036,10.645025,60.64025,137.60195,20.83195,0.5595925,1.269131,0.1923745
"977","Gastritis and duodenitis","Male","25-44",2523.2025,3982.6375,1486.6575,24.291825,38.337575,14.32055,207.62175,433.7805,76.1297,2.0030005,4.1823825,0.73375825
"978","Gastritis and duodenitis","Male","45-64",1162.06275,2051.4365,580.5625,10.7727875,19.445965,5.200325,506.05225,1065.41375,195.25875,5.160895,10.8616775,1.9963775
"979","Gastritis and duodenitis","Male","65+",429.195,1176.9215,90.0212,4.648255,12.79445,0.9064135,811.0195,1800.414,379.024,8.641185,19.00665,3.91892
"980","Genital prolapse","Female","15-24",1792.6355,3807.975,712.842,17.374305,36.90795,6.90846,1.017848,2.76751,0.2708689,0.00986919,0.0268397,0.0026258085
"981","Genital prolapse","Female","25-44",6316.5125,12900.8,2644.615,62.433475,127.49775,26.145475,9.6416575,25.4742925,2.57070675,0.09485505,0.250719975,0.02529989
"982","Genital prolapse","Female","45-64",7568.52,15296.56,3039.5525,72.53685,146.46275,29.125475,45.3183,64.264575,32.7836,0.450519,0.62234975,0.332021025
"983","Genital prolapse","Female","65+",4013.275,7843.735,1702.13,37.35795,72.93525,15.71505,218.24335,243.8202,187.9981,1.5941375,1.779624,1.36877
"984","Glaucoma","Female","15-24",4.44245,36.1613,0,0.0429981,0.350002,0,0,0,0,0,0,0
"985","Glaucoma","Female","25-44",111.3082,311.9435,6.7373,1.09382325,3.0701375,0.06479375,0,0,0,0,0,0
"986","Glaucoma","Female","45-64",605.84275,1139.87875,221.0455,6.1492375,11.488695,2.30364775,0,0,0,0,0,0
"987","Glaucoma","Female","65+",4074.775,5961.305,2597.605,29.4454,43.8024,18.40507,0,0,0,0,0,0
"988","Glaucoma","Male","15-24",4.59155,37.3437,0,0.0421535,0.34284,0,0,0,0,0,0,0
"989","Glaucoma","Male","25-44",127.2509,319.8855,18.81335,1.23198125,3.0940425,0.18189475,0,0,0,0,0,0
"990","Glaucoma","Male","45-64",798.57925,1396.97025,362.77075,8.5617025,14.8565475,3.973,0,0,0,0,0,0
"991","Glaucoma","Male","65+",3680.76,5336.32,2447.4285,37.26215,54.7235,24.26305,0,0,0,0,0,0
"992","Gonococcal infection","Female","00-14",93.3628,262.074,4.3047,0.4746,1.33223,0.0218825,6.40062,13.1945,1.9337,0.0325369,0.067073,0.00982975
"993","Gonococcal infection","Female","15-24",577.128,1462.525,101.61035,5.607115,14.2095,0.9866295,30.5945,64.1862,11.527035,0.2973505,0.623846,0.11200685
"994","Gonococcal infection","Female","25-44",671.77275,1567.8425,168.23775,6.649675,15.51615,1.666295,68.436875,141.891,26.630375,0.67673025,1.40177475,0.263156
"995","Gonococcal infection","Female","45-64",94.007675,297.088275,6.77153175,0.8489565,2.73819,0.05958081,65.3136,133.867675,27.857125,0.61406525,1.25879225,0.26074025
"996","Gonococcal infection","Female","65+",16.383995,90.27165,0,0.1401575,0.8566625,0,78.6889,136.0781,42.12675,0.626663,1.133495,0.3202205
"997","Gonococcal infection","Male","00-14",114.492,275.88,25.117,0.556212,1.34024,0.12202,0,0,0,0,0,0
"998","Gonococcal infection","Male","15-24",816.891,1912.76,203.381,7.542655,17.66145,1.877675,0,0,0,0,0,0
"999","Gonococcal infection","Male","25-44",780.65475,1842.3425,191.293,7.48163,17.653825,1.8330875,0,0,0,0,0,0
"1000","Gonococcal infection","Male","45-64",65.23649075,160.76544,15.62183,0.58555394,1.4465081,0.140045325,0,0,0,0,0,0
"1001","Gonococcal infection","Male","65+",0.136484,1.603805,0,0.00165135,0.02108135,0,0,0,0,0,0,0
"1002","Gout","Female","15-24",11.13732,38.9947,0,0.1079089,0.378245,0,0,0,0,0,0,0
"1003","Gout","Female","25-44",153.214975,282.12175,65.795075,1.50954825,2.780675,0.64695725,0,0,0,0,0,0
"1004","Gout","Female","45-64",522.328,849.1745,284.106,5.18342,8.41022,2.8254825,0,0,0,0,0,0
"1005","Gout","Female","65+",989.76,1522.7765,605.998,8.330325,12.8794,5.05657,0,0,0,0,0,0
"1006","Gout","Male","15-24",51.459515,110.6872,15.83755,0.4730656,1.0186225,0.145399,0,0,0,0,0,0
"1007","Gout","Male","25-44",722.40625,1141.399,410.1965,6.987,11.0320825,3.970305,0,0,0,0,0,0
"1008","Gout","Male","45-64",2053.9075,3179.57,1234.7125,21.416325,33.1681,12.899925,0,0,0,0,0,0
"1009","Gout","Male","65+",3014.45,4555.21,1822.685,34.2573,51.9915,20.6305,0,0,0,0,0,0
"1010","Gynecological diseases","Female","15-24",18934.085,35960.75,8272.465,183.4849,348.51105,80.1547,96.4481,267.2375,25.14965,0.936458,2.595505,0.244108
"1011","Gynecological diseases","Female","25-44",49468.625,83009.25,27477.3,490.224,822.155,272.51025,375.88975,994.70925,100.74935,3.709605,9.82106,0.99454475
"1012","Gynecological diseases","Female","45-64",21593.0675,42148.125,9676.45,203.06025,396.98625,90.951725,743.19525,1159.901,498.35425,7.18112,10.9106575,4.92526
"1013","Gynecological diseases","Female","65+",4318.84,8437.665,1864.735,41.94665,81.9251,18.1734,1899.3305,2089.917,1639.913,14.253095,15.716,12.25596
"1014","H influenzae type B meningitis","Female","00-14",70.0159,236.1905,11.0299,0.4217275,1.585545,0.0560695,1104.733,1852.9725,592.6995,9.77167,16.36481,5.232525
"1015","H influenzae type B meningitis","Female","15-24",29.17755,163.85,0,0.2840705,1.59496,0,110.5519,240.0595,42.0817,1.0772625,2.339495,0.4100715
"1016","H influenzae type B meningitis","Female","25-44",24.672975,143.13975,0,0.24357725,1.4144325,0,33.448025,65.409625,14.83075,0.329886,0.6451065,0.146209175
"1017","H influenzae type B meningitis","Female","45-64",46.541175,166.3485,1.718525,0.4663325,1.6343725,0.019851675,60.29975,112.63275,28.12295,0.59041325,1.10406275,0.27489975
"1018","H influenzae type B meningitis","Female","65+",187.8109,398.2355,64.035885,1.467135,3.23927,0.4306365,128.1103,212.7675,72.0583,1.033014,1.760315,0.559571
"1019","H influenzae type B meningitis","Male","00-14",92.7745,289.9055,14.7998,0.5299815,1.830325,0.0718985,1253.3445,2248.2755,640.13,10.500365,18.997795,5.33043
"1020","H influenzae type B meningitis","Male","15-24",37.3233,175.2385,0,0.3456615,1.621185,0,143.73085,305.114,62.43315,1.332521,2.8291,0.578605
"1021","H influenzae type B meningitis","Male","25-44",32.295375,167.39275,0,0.31084625,1.6096975,0,53.33405,108.3441,24.693875,0.51343325,1.042433,0.237623
